Year,Quarter,Month,Day,Country,Aircraft,Location,Operator,Ground,Aboard,Month_Num,Month_Name,Date,Fatalities_Air,Survived,Survival_Rate,Fatality_Rate,Total_Deaths,Manufacturer,Total_Fatalities,YearMonth
1952,Qtr 4,December,22,Syria,Douglas DC 3?,Damascus Syria,Air Syrian,0,0,12,December,1952-12-22,9,-9,-inf,Unknown,9,Douglas,9,1952-12
1953,Qtr 4,December,21,Syria,Douglas DC 3YK,Dah-el-Kadeeb Syria,Airways Syrian,0,15,12,December,1953-12-21,9,6,40.0,0.6,9,Douglas,9,1953-12
2002,Qtr 4,December,21,Taiwan,Aérospatiale/Aeritalia ATR 72,Off Pachao Tao Taiwan,Airways Transasia,0,2,12,December,2002-12-21,2,0,0.0,1.0,2,Aérospatiale/Aeritalia,2,2002-12
1991,Qtr 4,December,29,Taiwan,Boeing B 747,Wanli Taiwan,(Taiwan) Airlines China,0,5,12,December,1991-12-29,5,0,0.0,1.0,5,Boeing,5,1991-12
1948,Qtr 4,December,12,Taiwan,Douglas DC 3?,Taipei Taiwan,Corporation Aviation National China,0,10,12,December,1948-12-12,2,8,80.0,0.2,2,Douglas,2,1948-12
1952,Qtr 4,December,30,Taiwan,Douglas DC 3PI,Chinmen Island Taiwan,Lines Air Philippine,0,10,12,December,1952-12-30,2,8,80.0,0.2,2,Douglas,2,1952-12
1980,Qtr 4,December,5,Tanzania,Piper PA 42 Cheyenne5H,Dar es Salaam Tanzania,Aviation Tanzania,0,10,12,December,1980-12-05,10,0,0.0,1.0,10,Piper,10,1980-12
1947,Qtr 4,December,11,Tennessee,Douglas C 47,Near Memphis Tennessee,Force Air U.S. - Military,0,20,12,December,1947-12-11,20,0,0.0,1.0,20,Douglas,20,1947-12
1928,Qtr 4,December,23,Tennessee,Fairchild FC 2?,Chattanooga Tennessee,Airlines Interstate,0,4,12,December,1928-12-23,4,0,0.0,1.0,4,Fairchild,4,1928-12
1934,Qtr 4,December,22,Tennessee,Lockheed Orion 9DNC12286,Sunbright Tennessee,Airlines American,0,1,12,December,1934-12-22,1,0,0.0,1.0,1,Lockheed Orion,1,1934-12
2008,Qtr 4,December,11,Texas,Bell 206 L4 Jet Ranger IIIN180AL,Off Sabine Pass Texas,Co Leasing Rotorcraft,0,3,12,December,2008-12-11,3,0,0.0,1.0,3,Bell,3,2008-12
1985,Qtr 4,December,31,Texas,Douglas DC 3N711Y,De Kalb Texas,Private,0,9,12,December,1985-12-31,7,2,22.22222222222222,0.7777777777777778,7,Douglas,7,1985-12
1928,Qtr 4,December,1,Texas,Ford 4 AT,Spur Texas,Co. Transport Air Sunbeam,0,5,12,December,1928-12-01,5,0,0.0,1.0,5,Ford,5,1928-12
1932,Qtr 4,December,14,Texas,Ford 5NC9650,Amarillo Texas,Air Western and Continental Trans,0,2,12,December,1932-12-14,2,0,0.0,1.0,2,Ford,2,1932-12
1936,Qtr 4,December,23,Texas,Lockheed 10 ElectraNC14905,Near Dallas Texas,Airways Braniff,0,6,12,December,1936-12-23,6,0,0.0,1.0,6,Lockheed 18,6,1936-12
