Year,Quarter,Month,Day,Country,Aircraft,Location,Operator,Ground,Aboard,Month_Num,Month_Name,Date,Fatalities_Air,Survived,Survival_Rate,Fatality_Rate,Total_Deaths,Manufacturer,Total_Fatalities,YearMonth
1984,Qtr 3,September,18,Ecuador,McDonnell Douglas DC 8F,Quito Ecuador,Cargo AECA,49,4,9,September,1984-09-18,4,0,0.0,1.0,53,McDonnell Douglas,53,1984-09
1965,Qtr 3,September,16,Ecuador,Transportes Aéreos OrientalesHC AFQ,Near Pastaza Ecuador,TAO,0,11,9,September,1965-09-16,9,2,18.181818181818183,0.8181818181818182,9,Transportes Aéreos,9,1965-09
1977,Qtr 3,September,4,Ecuador,Vickers Viscount 764DHC BCL,Near Cuenca Ecuador,Airways Nacionales Aereos Servicios,0,33,9,September,1977-09-04,33,0,0.0,1.0,33,Vickers Viscount,33,1977-09
1987,Qtr 3,September,21,Egypt,Airbus A.300B4 203SU,Luxor Egypt,Egypt,0,5,9,September,1987-09-21,5,0,0.0,1.0,5,Airbus,5,1987-09
1954,Qtr 3,September,15,Egypt,Vickers 634 VikingSU AFO,Cairo Egypt,Misrair,0,4,9,September,1954-09-15,3,1,25.0,0.75,3,Vickers 634,3,1954-09
1952,Qtr 3,September,6,England,de Havilland 110WG235,Near Farnsborough England,Aircraft Havilland de - Private,29,1,9,September,1952-09-06,1,0,0.0,1.0,30,De Havilland,30,1952-09
1932,Qtr 3,September,17,England,Liore et,Selsdon Park England,Union Air,0,2,9,September,1932-09-17,1,1,50.0,0.5,1,Liore,1,1932-09
1930,Qtr 3,September,11,England,Sabca F VIIOO,Croydon England,Sabena,0,2,9,September,1930-09-11,2,0,0.0,1.0,2,Sabca,2,1930-09
1958,Qtr 3,September,2,England,Vickers 621 Viking 1G AIJE,London England,Travel Air Independent,4,3,9,September,1958-09-02,3,0,0.0,1.0,7,Vickers 621 Viking,7,1958-09
1916,Qtr 3,September,24,England,Zeppelin L 32 (airship)?,Billericay England,Navy German - Military,0,22,9,September,1916-09-24,22,0,0.0,1.0,22,Zeppelin,22,1916-09
1988,Qtr 3,September,15,Ethiopia,Boeing B 737,Bahar Dar Ethiopia,Airlines Ethiopian,0,104,9,September,1988-09-15,35,69,66.34615384615384,0.33653846153846156,35,Boeing,35,1988-09
1975,Qtr 3,September,11,Ethiopia,Douglas C 47,Near Bahar Dar Ethiopia,Airlines Ethiopian,0,9,9,September,1975-09-11,1,8,88.88888888888889,0.1111111111111111,1,Douglas,1,1975-09
1972,Qtr 3,September,10,Ethiopia,Douglas DC 3ET,Gondar Ethiopia,Airlines Ethiopian,0,11,9,September,1972-09-10,11,0,0.0,1.0,11,Douglas,11,1972-09
1965,Qtr 3,September,14,Ethiopia,Douglas DC 3ET,Gore Ethiopia,Airlines Ethiopian,0,17,9,September,1965-09-14,17,0,0.0,1.0,17,Douglas,17,1965-09
1961,Qtr 3,September,5,Ethiopia,Douglas DC 3ET,Near Sendafar Ethiopia,Airlines Ethiopian,0,19,9,September,1961-09-05,5,14,73.68421052631578,0.2631578947368421,5,Douglas,5,1961-09
1970,Qtr 3,September,26,Faeroe,Fokker F 27 Friendship 300TF,Near Vagar Faeroe,Denmark Islands Icelandair,0,34,9,September,1970-09-26,8,26,76.47058823529412,0.23529411764705882,8,Fokker,8,1970-09
1984,Qtr 3,September,7,Florida,Cessna 402CN89PB,Near Naples Florida,Airlines Boston - Provincetown,0,6,9,September,1984-09-07,1,5,83.33333333333334,0.16666666666666666,1,Cessna,1,1984-09
1928,Qtr 3,September,2,France,Bleriot Spad 33F AIEP,Toul France,CIDNA,0,5,9,September,1928-09-02,5,0,0.0,1.0,5,Bleriot Spad,5,1928-09
1941,Qtr 3,September,1,France,Bloch 220F AQNL,Bollemont France,France Air,0,17,9,September,1941-09-01,15,2,11.76470588235294,0.8823529411764706,15,Bloch,15,1941-09
1946,Qtr 3,September,4,France,Douglas DC 3F,Le Bourget France,France Air,1,26,9,September,1946-09-04,20,6,23.076923076923077,0.7692307692307693,21,Douglas,21,1946-09
1959,Qtr 3,September,24,France,Douglas DC 7CF,Bordeaux France,(France) Intercontinentaux T.A.,0,65,9,September,1959-09-24,54,11,16.923076923076923,0.8307692307692308,54,Douglas,54,1959-09
1944,Qtr 3,September,27,France,Focke Wulf FW 200D,Near Dijon France,Lufthansa Deutsche,0,9,9,September,1944-09-27,9,0,0.0,1.0,9,Focke,9,1944-09
1958,Qtr 3,September,19,France,Lockheed C 130A Hercules56,Triel France,Force Air U.S. - Military,0,15,9,September,1958-09-19,15,0,0.0,1.0,15,Lockheed,15,1958-09
1980,Qtr 3,September,5,France,Lockheed L 100,Near Montelimar France,Force Air Kuwait - Military,0,8,9,September,1980-09-05,8,0,0.0,1.0,8,Lockheed,8,1980-09
1953,Qtr 3,September,1,France,Lockheed 749A ConstellationF BAZZ,Near Barcelonnette France,France Air,0,42,9,September,1953-09-01,42,0,0.0,1.0,42,Lockheed 749A,42,1953-09
1921,Qtr 3,September,6,France,Potez IXF ADCD,Paris France,Franco-Roumaine,0,5,9,September,1921-09-06,5,0,0.0,1.0,5,Potez,5,1921-09
1925,Qtr 3,September,7,France,Spad 33?,Toul France,CIDNA,0,0,9,September,1925-09-07,0,0,Unknown,Unknown,0,Spad,0,1925-09
1968,Qtr 3,September,11,France,Sud Aviation Caravelle 3F,Off Cap d'Antibes France,France Air,0,95,9,September,1968-09-11,95,0,0.0,1.0,95,Sud,95,1968-09
1963,Qtr 3,September,12,France,Vickers Viking 1BF BJER,Perpignan France,Nautic Air,0,40,9,September,1963-09-12,40,0,0.0,1.0,40,Vickers Viking,40,1963-09
1909,Qtr 3,September,7,France?,Wright ByplaneSC1,Juvisy-sur-Orge France?,Unknown Operator,0,1,9,September,1909-09-07,1,0,0.0,1.0,1,Wright,1,1909-09
1946,Qtr 3,September,7,Gambia,Avro 685 York IG AHEW,Bathurst Gambia,Airways American South British,0,24,9,September,1946-09-07,24,0,0.0,1.0,24,Avro 685 York,24,1946-09
1985,Qtr 3,September,29,Georgia,Cessna 208 Caravan IN551CC,Jenkinsburg Georgia,Inc Services Express Carriers Air,0,17,9,September,1985-09-29,17,0,0.0,1.0,17,Cessna 208 Caravan,17,1985-09
1993,Qtr 3,September,21,Georgia,Tupolev TU 134ACCCP,Sukhumi Georgia,Airlines Georgia Transair,0,27,9,September,1993-09-21,27,0,0.0,1.0,27,Tupolev,27,1993-09
1993,Qtr 3,September,22,Georgia,Tupolev TU 154BCCCP,Sukhumi Georgia,Airlines Georgia Transair,0,132,9,September,1993-09-22,108,24,18.181818181818183,0.8181818181818182,108,Tupolev,108,1993-09
1971,Qtr 3,September,6,Germany,BAC One Eleven 515FBD,Near Hasloh Germany,International Pan,0,121,9,September,1971-09-06,22,99,81.81818181818183,0.18181818181818182,22,BAC,22,1971-09
1927,Qtr 3,September,23,Germany,Dornier MerkurD 585,Schleiz Germany,Lufthansa Deutsche,0,6,9,September,1927-09-23,6,0,0.0,1.0,6,Dornier,6,1927-09
1928,Qtr 3,September,6,Germany,Fokker FG IIID 180,Heroldbach Germany,Lufthansa Deutsche,0,3,9,September,1928-09-06,3,0,0.0,1.0,3,Fokker,3,1928-09
1915,Qtr 3,September,3,Germany,Zeppelin L 10 (airship)?,Off Cuxhaven Germany,Navy German - Military,0,19,9,September,1915-09-03,19,0,0.0,1.0,19,Zeppelin,19,1915-09
2004,Qtr 3,September,11,Greece,CH 47D Chinook?,Off Mount Athos Greece,Army Greek - Military,0,17,9,September,2004-09-11,17,0,0.0,1.0,17,CH,17,2004-09
1990,Qtr 3,September,12,Greenland,Cessna 441 Conquest IIOY CGM,Off Sondre Stromfjord Greenland,Air Nuna,0,8,9,September,1990-09-12,8,0,0.0,1.0,8,Cessna 441 Conquest,8,1990-09
1960,Qtr 3,September,19,Guam,Douglas DC 6ABN90779,Agana Guam,Mariana Islands World Airways,0,94,9,September,1960-09-19,80,14,14.893617021276595,0.851063829787234,80,Douglas,80,1960-09
2001,Qtr 3,September,18,Guatemala,LET 410UVP ETG,Guatemala City Guatemala,Airlines Atlantic,0,13,9,September,2001-09-18,9,4,30.76923076923077,0.6923076923076923,9,Let,9,2001-09
1978,Qtr 3,September,3,Guinea,Ilyushin IL 183X,Conakry Guinea,Guinee Air,0,17,9,September,1978-09-03,15,2,11.76470588235294,0.8823529411764706,15,Ilyushin,15,1978-09
1992,Qtr 3,September,16,Hawaii,Aerospatiale AS 350BN350SM,Hana Hawaii,Inc. Helicopters Hawaii - Taxi Air,0,7,9,September,1992-09-16,7,0,0.0,1.0,7,Aerospatiale,7,1992-09
1953,Qtr 3,September,8,Honduras,Douglas C 47AXH,San Andres Honduras,TACA,0,3,9,September,1953-09-08,3,0,0.0,1.0,3,Douglas,3,1953-09
1959,Qtr 3,September,12,Honduras,Douglas DC 4N88900,Near Tegucigalpa Honduras,Airways World American Pan,0,3,9,September,1959-09-12,3,0,0.0,1.0,3,Douglas,3,1959-09
1994,Qtr 3,September,23,Hong,Lockheed L 100,Kowloon Bay Hong,Airlines Cargo KongHeavylift,0,12,9,September,1994-09-23,6,6,50.0,0.5,6,Lockheed,6,1994-09
1976,Qtr 3,September,10,Hrvatska,McDonnell Douglas DC 9,Near Gaj Hrvatska,Yugoslavia Inex Adria Aviopromet / British Airways,0,176,9,September,1976-09-10,176,0,0.0,1.0,176,McDonnell Douglas,176,1976-09
1928,Qtr 3,September,4,Idaho,Fokker Super UniversalNC7242,Pocatello Idaho,Airways Parks National,0,7,9,September,1928-09-04,7,0,0.0,1.0,7,Fokker Super,7,1928-09
1931,Qtr 3,September,14,Illinois,Lockheed VegaNC606,Chicago Illinois,Airways Chicago-Detroit,0,1,9,September,1931-09-14,1,0,0.0,1.0,1,Lockheed,1,1931-09
1961,Qtr 3,September,1,Illinois,Lockheed 049 ConstellationN86511,Near Hinsdale Illinois,Airlines World Trans,0,78,9,September,1961-09-01,78,0,0.0,1.0,78,Lockheed,78,1961-09
1961,Qtr 3,September,17,Illinois,Lockheed 188C ElectraN137US,Chicago Illinois,Airlines Orient Northwest,0,37,9,September,1961-09-17,37,0,0.0,1.0,37,Lockheed 18,37,1961-09
1936,Qtr 3,September,29,Illinois,Lockheed Vega 5CNC959Y,Napierville Illinois,Service Air Bird Blue,0,4,9,September,1936-09-29,4,0,0.0,1.0,4,Lockheed Vega,4,1936-09
1989,Qtr 3,September,23,India,Dornier Do 288,Ujani Dam India,Vayudoot,0,11,9,September,1989-09-23,11,0,0.0,1.0,11,Dornier,11,1989-09
1951,Qtr 3,September,15,India,Douglas C 47A,Bangalore India,India Air,0,28,9,September,1951-09-15,22,6,21.428571428571427,0.7857142857142857,22,Douglas,22,1951-09
1962,Qtr 3,September,21,India,Douglas C 47AVT,Sela Pass India,Airlines Kalinga,0,8,9,September,1962-09-21,8,0,0.0,1.0,8,Douglas,8,1962-09
1943,Qtr 3,September,22,India,Douglas C 5342,Near Calcutta India,Forces Air Army U.S. - Military,0,20,9,September,1943-09-22,20,0,0.0,1.0,20,Douglas,20,1943-09
1963,Qtr 3,September,11,India,Vickers Viscount 768DVT DIO,Near Patti India,Airlines Indian,0,18,9,September,1963-09-11,18,0,0.0,1.0,18,Vickers Viscount,18,1963-09
1966,Qtr 3,September,4,Indian,Sud Aviation SE 210 CaravelleVT,Mumbai Indian,Airlines Indian,0,4,9,September,1966-09-04,4,0,0.0,1.0,4,Sud Aviation,4,1966-09
1922,Qtr 3,September,7,Indiana,De Havilland DH 4227,Indianapolis Indiana,Service Mail Aerial US,0,1,9,September,1922-09-07,1,0,0.0,1.0,1,De Havilland,1,1922-09
1969,Qtr 3,September,9,Indiana,MD Douglas DC 9,Near Fairland Indiana,Corporation Forth / Airlines Allegheny,0,83,9,September,1969-09-09,83,0,0.0,1.0,83,Douglas,83,1969-09
1997,Qtr 3,September,26,Indonesia,Airbus A300 B4,Buah Nabar Indonesia,Airlines Indonesia Garuda,0,234,9,September,1997-09-26,234,0,0.0,1.0,234,Airbus,234,1997-09
2005,Qtr 3,September,5,Indonesia,Boeing 737 230PK,Medan Indonesia,Airlines Mandala,44,117,9,September,2005-09-05,99,18,15.384615384615385,0.8461538461538461,143,Boeing,143,2005-09
1991,Qtr 3,September,3,Indonesia,Britten Norman BN,Sampit Indonesia,Services Air Dirgantara,0,10,9,September,1991-09-03,3,7,70.0,0.3,3,Britten,3,1991-09
2011,Qtr 3,September,29,Indonesia,CASA NC 212 Aviocar 200PK,Near Bohorok Indonesia,Air Buana Nusantara,0,18,9,September,2011-09-29,18,0,0.0,1.0,18,CASA,18,2011-09
1989,Qtr 3,September,15,Indonesia,de Havilland Canada DHC 6 Twin Otter 300PK,Near Bentuni Indonesia,Airlines Nusantara Merpati,0,22,9,September,1989-09-15,22,0,0.0,1.0,22,de Havilland Canada,22,1989-09
1974,Qtr 3,September,7,Indonesia,Fokker F 27 Friendship 600PK,Tandjung-karang Indonesia,Airlines Indonesia Garuda,0,39,9,September,1974-09-07,36,3,7.6923076923076925,0.9230769230769231,36,Fokker,36,1974-09
1975,Qtr 3,September,24,Indonesia,Fokker F 28 Fellowship 1000PK,Near Palembang Indonesia,Airlines Indonesia Garuda,1,61,9,September,1975-09-24,25,36,59.01639344262295,0.4098360655737705,26,Fokker,26,1975-09
1929,Qtr 3,September,6,Iran,de Havilland DH 66 HerculesG,Jask Iran,Airways Imperial,0,5,9,September,1929-09-06,3,2,40.0,0.6,3,De Havilland,3,1929-09
1950,Qtr 3,September,14,Iran,Douglas DC 3EP,Tehran Iran,Air Iran,0,8,9,September,1950-09-14,8,0,0.0,1.0,8,Douglas,8,1950-09
2018,Qtr 3,September,17,Iran,Ilyushin Il 20MRF,Near Latakia-Khmeimim Air Base Iran,Force Air Russian - Military,0,15,9,September,2018-09-17,15,0,0.0,1.0,15,Ilyushin,15,2018-09
1981,Qtr 3,September,29,Iran,Lockheed C 130H5,Tehran Iran,Force Air Iranian - Military,20,80,9,September,1981-09-29,60,20,25.0,0.75,80,Lockheed,80,1981-09
2006,Qtr 3,September,1,Iran,Tupolev Tu 154MEP,Mahad Iran,Tours Air Iran,0,148,9,September,2006-09-01,29,119,80.4054054054054,0.19594594594594594,29,Tupolev,29,2006-09
1961,Qtr 3,September,10,Ireland,Douglas DC 6BN90773,Shannon Ireland,Airlines President,0,83,9,September,1961-09-10,83,0,0.0,1.0,83,Douglas,83,1961-09
1954,Qtr 3,September,5,Ireland,Lockheed 1049C 55,Foynes Ireland,Airlines Dutch Royal KLM,0,56,9,September,1954-09-05,28,28,50.0,0.5,28,Lockheed,28,1954-09
1960,Qtr 3,September,29,Italy,Vickers Viscount 739BSU AKW,Off Elba Italy,Airlines Arab United,0,21,9,September,1960-09-29,21,0,0.0,1.0,21,Vickers Viscount,21,1960-09
1950,Qtr 3,September,26,Japan,Douglas C 54D,Near Kyushu Island Japan,Force Air U.S. - Military,0,51,9,September,1950-09-26,23,28,54.90196078431373,0.45098039215686275,23,Douglas,23,1950-09
1958,Qtr 3,September,9,Japan,Lockheed L 1049H Super ConstellationN6920C,Mount Oyama Japan,Line Tiger Flying,0,8,9,September,1958-09-09,8,0,0.0,1.0,8,Lockheed,8,1958-09
1962,Qtr 3,September,3,Japan,Lockheed P2V 7KA,Yanoyaki Japan,Force Defense Self Maritime Japan - Military,1,12,9,September,1962-09-03,12,0,0.0,1.0,13,Lockheed,13,1962-09
1956,Qtr 3,September,9,Jordan,Curtiss C 46A,Amman Jordan,Airlines International Jordan,0,57,9,September,1956-09-09,1,56,98.24561403508771,0.017543859649122806,1,Curtiss,1,1956-09
1944,Qtr 3,September,17,Kansas,Consolidated B 24 Liberator?,Copeland Kansas,Army U.S. - Military,2,13,9,September,1944-09-17,13,0,0.0,1.0,15,Consolidated,15,1944-09
1948,Qtr 3,September,30,Kazakhstan,Lisunov LI 2CCCP,Balkhash Kazakhstan,Aeroflot,0,15,9,September,1948-09-30,15,0,0.0,1.0,15,Lisunov,15,1948-09
1989,Qtr 3,September,15,Kentucky,Beech King Air B100N887PE,Mayfield Kentucky,Aviation Cap Wehite,0,6,9,September,1989-09-15,6,0,0.0,1.0,6,Beech King Air,6,1989-09
1953,Qtr 3,September,28,Kentucky,Curtiss C 46F,Louisville Kentucky,Airlines Resort,0,41,9,September,1953-09-28,25,16,39.02439024390244,0.6097560975609756,25,Curtiss,25,1953-09
1986,Qtr 3,September,9,Kentucky,Lockheed C 130A Hercules56,Hopkinsville Kentucky,Force Air U.S. - Military,0,4,9,September,1986-09-09,3,1,25.0,0.75,3,Lockheed,3,1986-09
1969,Qtr 3,September,2,Laos,Douglas C 47248,Near Pakse Laos,Force Air Lao Royal - Military,0,35,9,September,1969-09-02,35,0,0.0,1.0,35,Douglas,35,1969-09
1975,Qtr 3,September,30,Lebanon,Tupolev TU 154BHA,Off Beirut Lebanon,Airlines Hungarian Malev,0,60,9,September,1975-09-30,60,0,0.0,1.0,60,Tupolev,60,1975-09
1946,Qtr 3,September,19,Libya,Avro LancasterNX690,Near Tripoli Libya,Force Air -Royal Military,0,25,9,September,1946-09-19,25,0,0.0,1.0,25,Avro,25,1946-09
1955,Qtr 3,September,22,Libya,Canadair C 4 ArgonautG,Idris Libya,Airways Overseas British,0,47,9,September,1955-09-22,15,32,68.08510638297872,0.3191489361702128,15,Canadair,15,1955-09
1936,Qtr 3,September,24,Libya,CRDA CANT Z 506I,Benghazi Libya,SA Littoria Ala,0,10,9,September,1936-09-24,9,1,10.0,0.9,9,CRDA CANT,9,1936-09
1973,Qtr 3,September,20,Louisiana,Beechcraft E18SN50JR,Natchitoches Louisiana,Charter Private,0,6,9,September,1973-09-20,6,0,0.0,1.0,6,Beechcraft,6,1973-09
1982,Qtr 3,September,29,Luxembourg,Ilyushin IL 62MCCCP,Luxembourg Luxembourg,Aeroflot,0,77,9,September,1982-09-29,7,70,90.9090909090909,0.09090909090909091,7,Ilyushin,7,1982-09
1957,Qtr 3,September,27,Maharashtra,Let Aero 45SVT DHO,Bhiwandi Maharashtra,Indiaèkoda (India) Ltd,0,3,9,September,1957-09-27,3,0,0.0,1.0,3,Let Aero,3,1957-09
1997,Qtr 3,September,6,Malaysia,Dornier 228 2129M,Near Miri Malaysia,Airways Borneo,0,10,9,September,1997-09-06,10,0,0.0,1.0,10,Dornier,10,1997-09
1991,Qtr 3,September,4,Malaysia,Shorts SC 7 Skyvan 3,Long Seridan Malaysia,Udara Rajawaldi Airtech,0,20,9,September,1991-09-04,14,6,30.0,0.7,14,Short,14,1991-09
1950,Qtr 3,September,20,Marshall,Douglas R5D 356496,Kwajalein Marshall,Navy U.S. - IslandsMilitary,0,26,9,September,1950-09-20,26,0,0.0,1.0,26,Douglas,26,1950-09
2008,Qtr 3,September,27,Maryland,Aerospatiale SA365N 1 Dauphin IIN92MD,Camp Springs Maryland,Police State Maryland,0,5,9,September,2008-09-27,4,1,20.0,0.8,4,Aerospatiale,4,2008-09
1957,Qtr 3,September,15,Massachusetts,Douglas DC 3N33417,New Bedford Massachusetts,Airlines Northeast,0,24,9,September,1957-09-15,12,12,50.0,0.5,12,Douglas,12,1957-09
1969,Qtr 3,September,21,Mexico,Boeing B 727,Mexico City Mexico,Mexicana,0,118,9,September,1969-09-21,27,91,77.11864406779661,0.2288135593220339,27,Boeing,27,1969-09
1978,Qtr 3,September,9,Mexico,de Havilland Canada DHC 6 Twin Otter 100XA,Near Mexico City Mexico,Centro del Areas Lineas,0,21,9,September,1978-09-09,18,3,14.285714285714285,0.8571428571428571,18,de Havilland Canada,18,1978-09
1953,Qtr 3,September,14,Mexico,Douglas C 47AXA,Chablekal Mexico,Mexicanos Aéreos Transportes,0,2,9,September,1953-09-14,1,1,50.0,0.5,1,Douglas,1,1953-09
1960,Qtr 3,September,28,Mexico,Douglas DC 3 (C,Near Juchetipec Mexico,Mexicana,0,18,9,September,1960-09-28,8,10,55.55555555555556,0.4444444444444444,8,Douglas,8,1960-09
1959,Qtr 3,September,8,Mexico,Douglas DC 3?,Poza Rica Mexico,Mexicana,0,16,9,September,1959-09-08,1,15,93.75,0.0625,1,Douglas,1,1959-09
1949,Qtr 3,September,26,Mexico,Douglas DC 3XA,Mt. Popocatepetl Mexico,Mexicana,0,24,9,September,1949-09-26,24,0,0.0,1.0,24,Douglas,24,1949-09
2001,Qtr 3,September,12,Mexico,LET 410UVPXA ACM,Near Chichen Itza Mexico,Charter Ferinco Aero,0,19,9,September,2001-09-12,19,0,0.0,1.0,19,Let,19,2001-09
2003,Qtr 3,September,19,Mexico,Lockheed C 130A Hercules3603,Near La Quemada Mexico,Force Air Mexican - Military,0,6,9,September,2003-09-19,6,0,0.0,1.0,6,Lockheed,6,2003-09
1999,Qtr 3,September,17,Mexico,Lockheed C 130A Hercules3610,Mt. Hidalgo Mexico,Force Air Mexican - Military,0,5,9,September,1999-09-17,5,0,0.0,1.0,5,Lockheed,5,1999-09
2004,Qtr 3,September,9,Mexico,Rockwell CT 39A SabrelinerXA,Villahermosa Mexico,SA Paqueteria Jett,0,2,9,September,2004-09-09,2,0,0.0,1.0,2,Rockwell,2,2004-09
1976,Qtr 3,September,26,Michigan,Boeing KC 135A61,Near Alpena Michigan,Force Air U.S. - Military,0,20,9,September,1976-09-26,15,5,25.0,0.75,15,Boeing,15,1976-09
2018,Qtr 3,September,28,Micronesia,Boeing 737 8BKP2,Chuuk Micronesia,Niugini Air,0,47,9,September,2018-09-28,1,46,97.87234042553192,0.02127659574468085,1,Boeing,1,2018-09
1955,Qtr 3,September,24,miles,Douglas C 54AN90433,Pacific Ocean (1 miles,HI)Flying Tiger Line Honolulu of west,0,5,9,September,1955-09-24,3,2,40.0,0.6,3,Douglas,3,1955-09
1945,Qtr 3,September,15,Missouri,Douglas C 47B,Near Kansas Missouri,Forces Air Army U.S. - Military,0,24,9,September,1945-09-15,23,1,4.166666666666666,0.9583333333333334,23,Douglas,23,1945-09
1995,Qtr 3,September,21,Mongolia,Antonov AN 24RVBNMAU,Near Moron Mongolia,Airlines Mongolian - MIAT,0,43,9,September,1995-09-21,42,1,2.3255813953488373,0.9767441860465116,42,Antonov,42,1995-09
1965,Qtr 3,September,17,Montserrat,Boeing B 707,Chances Peak Montserrat,Airways World American Pan,0,30,9,September,1965-09-17,30,0,0.0,1.0,30,Boeing,30,1965-09
1929,Qtr 3,September,17,Morocco,Latecoere 25 3,Off Larache Morocco,Aeropostale,0,5,9,September,1929-09-17,5,0,0.0,1.0,5,Latecoere,5,1929-09
1961,Qtr 3,September,12,Morocco,Sud Aviation Caravelle IIIF,Near Rabat Morocco,France Air,0,77,9,September,1961-09-12,77,0,0.0,1.0,77,Sud,77,1961-09
1998,Qtr 3,September,25,Morroco,British Aerospace BAe 146,Near Nador Morroco,Air Paukn,0,38,9,September,1998-09-25,38,0,0.0,1.0,38,British Aerospace,38,1998-09
1985,Qtr 3,September,22,Soviet Air Force,Antonov AN 12?,AfghanistanMilitary - Soviet Air Force,Unknown Operator,0,26,9,September,1985-09-22,26,0,0.0,1.0,26,Antonov,26,1985-09
1998,Qtr 3,September,2,AngolaPermaviatrans,Antonov AN 26RA,AngolaPermaviatrans,Unknown Operator,0,24,9,September,1998-09-02,24,0,0.0,1.0,24,Antonov,24,1998-09
1989,Qtr 3,September,28,Semyonovka,Antonov An 32CCCP,Semyonovka,Unknown Operator,0,9,9,September,1989-09-28,9,0,0.0,1.0,9,Antonov,9,1989-09
1958,Qtr 3,September,29,Over the Mediterranean SeaMiddle East Airlines,Avro 685 York IOD ADB,Over the Mediterranean SeaMiddle East Airlines,Unknown Operator,0,5,9,September,1958-09-29,5,0,0.0,1.0,5,Avro 685 York,5,1958-09
1936,Qtr 3,September,25,English ChannelImperial Airways,Boulton and Paul P 71G,English ChannelImperial Airways,Unknown Operator,0,2,9,September,1936-09-25,2,0,0.0,1.0,2,Boulton and Paul,2,1936-09
1977,Qtr 3,September,2,Off Hong KongTransmeridian Air Cargo,Canadair CL 44D4,Off Hong KongTransmeridian Air Cargo,Unknown Operator,0,4,9,September,1977-09-02,4,0,0.0,1.0,4,Canadair,4,1977-09
1963,Qtr 3,September,2,Northeast Laos?,Curtiss C 46 Commando?,Northeast Laos?,Unknown Operator,0,16,9,September,1963-09-02,15,1,6.25,0.9375,15,Curtiss,15,1963-09
1958,Qtr 3,September,2,U.S. Air Force,Douglas C 124C Globemaster52,Off GuamMilitary - U.S. Air Force,Unknown Operator,0,19,9,September,1958-09-02,19,0,0.0,1.0,19,Douglas,19,1958-09
1944,Qtr 3,September,18,AlaskaU. S. Air Force,Douglas C 47A,AlaskaU. S. Air Force,Unknown Operator,0,19,9,September,1944-09-18,19,0,0.0,1.0,19,Douglas,19,1944-09
1946,Qtr 3,September,25,Royal Air Force,Douglas C 47B,Near Hong Kong International AirportMilitary - Royal Air Force,Unknown Operator,0,19,9,September,1946-09-25,19,0,0.0,1.0,19,Douglas,19,1946-09
1939,Qtr 3,September,26,North SeaKLM Royal Dutch Airlines,Douglas DC 3PH,North SeaKLM Royal Dutch Airlines,Unknown Operator,0,20,9,September,1939-09-26,1,19,95.0,0.05,1,Douglas,1,1939-09
1951,Qtr 3,September,27,US Air Force,Fairchild C 119C,Near Tachikawa Air BaseMilitary - US Air Force,Unknown Operator,0,14,9,September,1951-09-27,14,0,0.0,1.0,14,Fairchild,14,1951-09
2010,Qtr 3,September,4,Fox Glacier AirstripSky Dive New Zealand,Fletcher FU 24,Fox Glacier AirstripSky Dive New Zealand,Unknown Operator,0,9,9,September,2010-09-04,9,0,0.0,1.0,9,Fletcher,9,2010-09
1927,Qtr 3,September,17,Atlantic OceanPrivate,Fokker F7NX703,Atlantic OceanPrivate,Unknown Operator,0,3,9,September,1927-09-17,3,0,0.0,1.0,3,Fokker,3,1927-09
1929,Qtr 3,September,14,North Atlantic OceanAeropostale,Latecoere 25F AIUJ,North Atlantic OceanAeropostale,Unknown Operator,0,6,9,September,1929-09-14,6,0,0.0,1.0,6,Latecoere,6,1929-09
1962,Qtr 3,September,23,North Atlantic OceanFlying Tiger Line,Lockheed 1049H 82 Super ConstellationN6923C,North Atlantic OceanFlying Tiger Line,Unknown Operator,0,76,9,September,1962-09-23,28,48,63.1578947368421,0.3684210526315789,28,Lockheed,28,1962-09
1989,Qtr 3,September,21,Afghan Republican Air Force,Mil Mi 8 (helicopter)?,Centeral Afghanistan AfghanistanMilitary - Afghan Republican Air Force,Unknown Operator,0,26,9,September,1989-09-21,26,0,0.0,1.0,26,Mil,26,1989-09
1942,Qtr 3,September,24,Off West AfricaBritish Overseas Airways,Short S 30 (flying boat)G,Off West AfricaBritish Overseas Airways,Unknown Operator,0,19,9,September,1942-09-24,19,0,0.0,1.0,19,Short,19,1942-09
1913,Qtr 3,September,9,German Navy,Zeppelin L 1 (airship)?,Over the North SeaMilitary - German Navy,Unknown Operator,0,20,9,September,1913-09-09,14,6,30.0,0.7,14,Zeppelin,14,1913-09
1929,Qtr 3,September,3,near,Ford 5 AT,Mt. Taylor near,New Mexico Grants Trans Continental Air Transport,0,8,9,September,1929-09-03,8,0,0.0,1.0,8,Ford,8,1929-09
2015,Qtr 3,September,5,near,Hawker Siddeley HS 1256V,Off Dakar Near,Senegal Dioubel Senegalair,0,7,9,September,2015-09-05,7,0,0.0,1.0,7,Hawker Siddeley,7,2015-09
1992,Qtr 3,September,28,Nepal,Airbus A300B4 203AP,Near Kathmandu Nepal,Airlines International Pakistan,0,167,9,September,1992-09-28,167,0,0.0,1.0,167,Airbus,167,1992-09
2011,Qtr 3,September,25,Nepal,Beechcraft 1900D9N AEK,Near Kathmandu Nepal,Air Buddha,0,19,9,September,2011-09-25,19,0,0.0,1.0,19,Beechcraft,19,2011-09
